1,Jeanette Day,Pirogi,Harriet Newton,b)R,WR^0,33.73611,53.6954,0,5.5,A
2,Marion Mills,Uzadoko,David Carlson,VTV,RSq1,-85.35338,-92.90471,0,5.5,A
3,Cecilia Sandoval,Becaguk,Ellen Collins,PF],g2Sv,-40.12438,136.25049,0,5.5,A
4,Pearl Stokes,Deenoma,Charlie Curry,IL5,3V42,-61.42092,37.14864,0,5.5,A
5,Cora Becker,Astiezu,Donald Weber,0)N,s*Y!,39.83959,153.19709,0,5.5,A
6,Nathaniel Wallace,Bibeza,Chad Flores,K)8,$i5&,35.68455,134.20427,0,5.5,A
7,Roy Wells,Elatafro,Amelia Caldwell,N95,9e6Z,-33.75403,-86.39023,0,5.5,A
8,Eunice Rivera,Ufuahale,Ruby Frazier,LLz,V&r(,36.59021,172.6627,0,5.5,A
9,Isabelle Copeland,Mizoboku,Mabelle Evans,r6F,Qh#B,9.36437,96.4554,0,5.5,A
10,Anne Hodges,Bootfa,Gerald Guerrero,aYa,Zfm3,19.15184,-153.94745,0,5.5,A
11,Gilbert Brewer,Mesame,Austin Tate,xbs,psu5,66.34408,57.84709,0,5.5,A
12,Mae Ray,Vawout,Raymond Santos,gzu,I1OH,-8.0618,-55.80145,0,5.5,A
13,Sophia Morris,Unefakdac,Hannah Newton,*SE,Z*aN,-4.86241,-45.72505,0,5.5,A
14,Bess Hogan,Mubuvus,Bill Hanson,0GQ,OED7,61.47904,-46.23342,0,5.5,A
15,Sophie Pope,Sebuso,Glenn Welch,r4u,15IY,-19.59996,-73.96826,0,5.5,A
16,Johnny Howard,Davdodse,Jack Clayton,P91,w8PO,47.9602,-122.10015,0,5.5,A
17,Bruce Pearson,Mumbavufa,Jordan Lane,%3k,$vIJ,-1.52516,-119.22204,0,5.5,A
18,Estelle Moore,Sarrinpe,Alberta Chapman,EiN,xqAK,-89.91122,-38.97471,0,5.5,A
19,Virginia Blake,Sejitdu,Pearl Hernandez,Iv9,WCUC,-54.71931,91.91311,0,5.5,A
20,Raymond Stokes,Wibegzos,Frederick Mathis,7Z7,QtWR,-9.30245,-42.75993,0,5.5,A
21,Joe Hudson,Hijikdud,William Sparks,aLS,aFMX,-51.16807,177.22826,0,5.5,A
22,Kevin May,Fuflesus,Effie Gonzalez,L[W,MN&G,-2.54899,-98.1067,0,5.5,A
23,Sue Gibson,Fopena,Marie Allen,[]r,]uZk,-61.29286,-109.78113,0,5.5,A
24,Gerald Carson,Mecluvlig,Gilbert Becker,XoC,b8dB,78.50295,-73.72476,0,5.5,A
25,Vera Jensen,Cajuap,Marcus Lowe,9^A,xNu7,-70.9583,125.07145,0,5.5,A
26,Mollie Price,Hemazumu,Mario Dunn,gPm,&bH3,15.07252,-101.20693,0,5.5,A
27,Isaac West,Jumsezber,Hannah Wade,u[2,St&3,-77.39951,-179.92599,0,5.5,A
28,Brian Moss,Zobolce,Gene Sullivan,Qx4,^u%l,-57.1475,-103.53303,0,5.5,A
29,Marguerite Dixon,Edopenuz,Flora Oliver,T%n,Y#^o,38.1295,12.88075,0,5.5,A
30,Lettie Jimenez,Ukvida,Louis Schultz,Qkf,3ba),8.29625,96.6498,0,5.5,A
31,Lilly McDonald,Lowanir,Ethel Sherman,*CC,XmQc,-29.92028,167.34659,0,5.5,A
32,Adam Day,Titusif,Helena Rodriquez,xrV,Nuuq,-42.20305,9.19507,0,5.5,A
33,Lydia Cortez,Zejlutda,Abbie Robertson,ajA,2(Db,-28.39467,116.7448,0,5.5,A
34,Cameron Welch,Tasusa,Alex Hayes,)zs,l^te,64.4572,56.002,0,5.5,A
35,Dennis Flowers,Eberrip,Jordan Rodgers,icY,2JGw,87.31397,-40.31913,0,5.5,A
36,Evan Morrison,Ekebofab,Nicholas Jenkins,WLS,nsP2,-47.52946,-3.70246,0,5.5,A
37,Cameron Beck,Doemret,Cornelia Martin,tuq,frV2,88.87566,-80.49825,0,5.5,A
38,Maurice Morales,Reevfum,Lucas Day,jOq,eZ$s,-30.23666,-14.49966,0,5.5,A
39,Floyd Fitzgerald,Surgoic,Larry Strickland,n7D,3(mH,86.03591,-34.9519,0,5.5,A
40,Ronnie James,Raihnal,Zachary Estrada,jYK,xjo$,-78.44832,-95.30765,0,5.5,A
41,Floyd Cruz,Avcegaf,Estelle Sullivan,em$,Gfb1,-26.55185,-89.37785,0,5.5,A
42,Olivia Flores,Jeisebe,Rosa Goodman,lSb,*O7j,39.92826,-34.7536,0,5.5,A
43,Cory Hines,Otuvte,Danny Crawford,8Ma,shys,-18.59969,-34.39447,0,5.5,A
44,Elijah Brown,Gogeldo,Tom Schwartz,1M2,UnXL,-72.22899,45.91775,0,5.5,A
45,Eula Carlson,Refaih,Alma Andrews,h!k,n@XB,45.64085,84.55505,0,5.5,A
46,Lillian Wade,Mohunoj,Isaiah Quinn,fV$,D*0s,84.51388,163.44182,0,5.5,A
47,Walter Bishop,Mawekzim,Sam Holland,1^K,xEIl,-10.89385,-22.78417,0,5.5,A
48,Mamie Atkins,Ipuhajud,Mayme Berry,!zK,01i],45.18463,-113.99256,0,5.5,A
49,Benjamin Hopkins,Cimene,Duane Rodgers,x#L,%6(z,23.21062,38.87537,0,5.5,A
50,Daisy Alvarez,Witaob,Chris Wilkerson,AbF,njSd,-86.06569,78.28856,0,5.5,A
51,Peter Burke,Adesitu,Grace Butler,!Dy,Yxk*,-6.95969,-139.46091,0,5.5,A
52,Douglas Guerrero,Ibotigu,Herbert Welch,2VJ,XUrs,76.22581,128.19559,0,5.5,A
53,Caleb Adkins,Ondadce,Ralph Newton,qut,6nQ%,60.53651,-74.54439,0,5.5,A
54,Tyler Martin,Noviwipa,Agnes Fields,W2y,1yWb,-83.68865,-101.56832,0,5.5,A
55,Nellie Young,Hiobta,Allie Doyle,hD(,WU!E,10.02163,91.74444,0,5.5,A
56,Lizzie Long,Ibsiub,Caleb Quinn,7mH,vJJT,36.58686,-30.99545,0,5.5,A
57,Alfred Neal,Losevlok,Florence Chambers,!PE,1wfn,-65.1731,71.99926,0,5.5,A
58,Sallie Newton,Edrauf,Vincent Yates,m2K,x#8B,51.84295,23.51894,0,5.5,A
59,Mary Briggs,Mogtuwpon,Helen Love,K&R,t&Gb,-34.92105,11.01746,0,5.5,A
60,Vincent Bass,Tikaweme,Ryan Collier,ThC,#ASD,-48.02032,-155.80857,0,5.5,A
61,Augusta Bailey,Tissiura,Helen Douglas,![w,KctE,-17.35495,124.10198,0,5.5,A
62,Mollie Briggs,Tahlugem,Hilda Kelly,H(D,$7Gy,33.56102,128.75041,0,5.5,A
63,Daniel Briggs,Egiepdop,Zachary Pittman,HtZ,[Vg),64.85971,-38.73172,0,5.5,A
64,Callie Wong,Sovozis,Viola Gordon,f8n,01iG,30.68678,-4.44073,0,5.5,A
65,Fannie Dunn,Zacbuzlek,Larry Owen,jWO,ha1e,7.92662,-133.78616,0,5.5,A
66,Lettie Howard,Gofagje,Harold Watson,nzb,GIH4,-6.14171,-18.63393,0,5.5,A
67,Rosa Edwards,Bajocib,Viola Miller,d3G,0&SK,-78.54048,-61.47818,0,5.5,A
68,Sylvia Castro,Sefdegav,Pauline Sharp,(8k,w)$s,79.34907,-5.91511,0,5.5,A
69,Leon Walsh,Tazoli,Grace Lewis,&hQ,hV&Q,-53.69656,105.87081,0,5.5,A
70,Melvin Rios,Uwawiko,Anne Sanders,pPy,2S(X,-58.04689,-10.05401,0,5.5,A
71,Rhoda Pope,Vukulnez,Fanny Graham,Nv),*DTI,73.69562,115.83959,0,5.5,A
72,Flora Ferguson,Mimceuh,Katherine Sharp,Q@0,]##N,-49.6247,-132.22781,0,5.5,A
73,Marcus Haynes,Susiveh,Katherine Gibbs,b^D,eWnc,19.41177,100.76656,0,5.5,A
74,Lillie Payne,Tocogwet,Katie Dixon,l7R,uPuH,21.2875,-164.5725,0,5.5,A
75,Nell Cannon,Uhtazji,Lelia Mann,nUd,oEE7,-85.00603,-92.31012,0,5.5,A
76,Elmer Bryant,Ovajoca,Abbie Bishop,uOc,2bh3,12.34348,83.0006,0,5.5,A
77,Robert Adams,Gikiki,Mark Banks,)6Z,by5s,-22.48282,-175.86557,0,5.5,A
78,Jesse Garner,Sinukiz,Fannie Farmer,V$],UKQq,78.56235,82.81668,0,5.5,A
79,Charlie Douglas,Dinajso,Lillian Lambert,[(D,vNAy,1.045,129.05173,0,5.5,A
80,Phillip Chavez,Histuuv,Helen Hopkins,%o%,zS$i,-27.52653,-11.14222,0,5.5,A
81,Addie Pittman,Fashazwo,Nora Wade,HoA,QCfU,83.95078,16.79398,0,5.5,A
82,Richard Rios,Diboer,Mary Shaw,G2t,0Lz7,78.08144,-50.8111,0,5.5,A
83,Terry Carroll,Fuctitcab,Cornelia Bates,Gjj,k8Bz,63.02586,52.7243,0,5.5,A
84,Isabel Myers,Vevhuluga,Marvin Hunter,]8F,Y^nm,-59.01644,75.82088,0,5.5,A
85,Lloyd Day,Jivloda,Augusta Lewis,vU),eV4r,-5.64105,60.73342,0,5.5,A
86,Isabel Garcia,Tedudal,Ola Clayton,pW[,^qUt,0.69988,48.33403,0,5.5,A
87,Stanley West,Lutoberu,Norman Lowe,&(l,b4LV,-71.18905,71.28996,0,5.5,A
88,Ivan Douglas,Bumeuko,Marie Salazar,dCp,LMWf,-51.19059,152.30834,0,5.5,A
89,Eunice Hudson,Bocokes,Elmer Hudson,fi(,up1O,-24.98697,-16.13483,0,5.5,A
90,Chris Marsh,Uwojuami,Jeremiah Conner,D1(,jE^N,2.28603,141.16375,0,5.5,A
91,Martin Yates,Vimgobe,Ola Munoz,uYW,Fg3q,74.75545,-63.8968,0,5.5,A
92,Keith Hicks,Petime,Timothy Lucas,FNt,7RGh,68.03073,-57.17397,0,5.5,A
93,Sean Newman,Pittigup,Dora Reese,4Zc,$yP(,77.72719,95.86761,0,5.5,A
94,Vera Colon,Pukopek,Willie Curry,krI,Q^kh,83.18098,7.25425,0,5.5,A
95,Katharine Norman,Faduhis,Franklin Gill,MuB,(n0w,-65.69247,136.90851,0,5.5,A
96,Cynthia Pierce,Zekurlaw,Madge Gill,p#U,fS!X,12.28126,-145.6319,0,5.5,A
97,Caleb Harper,Wocoddom,Charlotte Mann,EKd,4yT&,-4.65566,-43.16226,0,5.5,A
98,Cecelia Baker,Pacerfu,Ola Stewart,@9X,UTJ],16.12667,82.7597,0,5.5,A
99,Essie Harris,Gatozhuw,Gussie Floyd,jU3,#geR,-24.44055,-68.2942,0,5.5,A
100,Jerry Davis,Cegebwa,Lula Steele,!PB,WIa5,-0.14584,-93.65924,0,5.5,A
101,Nina Hill,Cobatez,Helen Saunders,6z#,bUF0,24.66747,61.5177,0,5.5,A
102,Larry Arnold,Pehubaz,Jon McBride,!Fo,wItu,-79.43503,-88.89124,0,5.5,A
103,Lydia Mack,Sudbuso,Norman Baker,xhM,sEYQ,38.29608,-1.74561,0,5.5,A
104,Sadie Barton,Eboemwaz,Carl Ortega,*Pi,OF[F,76.44948,-35.52721,0,5.5,A
105,Fanny Freeman,Niusuvij,Emilie Reed,Exn,VAxx,-55.76721,-170.44055,0,5.5,A
106,Elizabeth Munoz,Wavirefu,Fanny Owens,b]8,4XhW,-83.45127,124.14018,0,5.5,A
107,Curtis Jennings,Hadohzus,Rena Ray,2AY,ONz6,57.37987,-70.00179,0,5.5,A
108,Louisa Rodriquez,Degacril,Sophia Gardner,jP0,oyQ^,-26.26461,98.34945,0,5.5,A
109,Barbara Bates,Vatiwat,Eddie Cole,KjT,B[y*,17.40159,-17.84273,0,5.5,A
110,Edna Garza,Pelfajle,Ivan Love,&&[,qzr$,-33.9221,-29.59037,0,5.5,A
111,Ella Fisher,Mupvini,Lottie Fleming,eA5,5Pbd,-51.93016,-99.90639,0,5.5,A
112,Marcus Klein,Luffimom,Aaron Nelson,LiH,ezf4,57.80781,-108.11888,0,5.5,A
113,Ricky Atkins,Asmusir,Rebecca Hubbard,KJp,VE0$,-34.76173,-64.55147,0,5.5,A
114,Franklin Casey,Epnavre,Fannie Moss,@1z,n)^Z,86.98506,22.66522,0,5.5,A
115,Mitchell Ballard,Dupjalod,Frederick Frazier,Mvv,*U[v,26.85168,160.99574,0,5.5,A
116,Mason Rodgers,Siwelaiv,Willie Medina,H5(,S5[U,19.89074,-20.40579,0,5.5,A
117,Ryan Steele,Kiusipod,Larry Cohen,hyQ,er[a,-43.43779,141.32649,0,5.5,A
118,Ruby Stone,Dubajusih,Ricky Burns,#Pq,KJwg,-27.67997,126.77673,0,5.5,A
119,Samuel Fuller,Rugdojes,Adeline Tate,ADq,sbPV,-79.80571,31.50101,0,5.5,A
120,Emma Marshall,Pumuctec,Nancy Johnston,B2Q,K1VS,-59.67942,166.58895,0,5.5,A
121,Maria McBride,Fasigso,Duane Cox,L]H,@#%U,-62.04353,152.98275,0,5.5,A
122,Eleanor Montgomery,Foduge,Lou Mendez,hW5,oWGC,79.68795,113.79406,0,5.5,A
123,Andre Burton,Soloruku,Vera Williamson,6rm,Ce38,-29.5174,117.87044,0,5.5,A
124,Derek Phillips,Wusakru,Florence Lawrence,D&K,z9kX,-8.1204,-166.84469,0,5.5,A
125,Nathan Fuller,Zimlibe,Louise Soto,ei0,c3t4,-35.43746,-118.35444,0,5.5,A
126,Maggie Lane,Kindeer,Jesus Thompson,NaF,5]*!,35.10376,124.45246,0,5.5,A
127,Marie Graves,Suwsegici,Chris McCoy,5VK,M8^1,-42.12929,-145.93869,0,5.5,A
128,Kevin Ellis,Awugannag,Terry Morton,B8!,P5FB,74.68717,-79.35385,0,5.5,A
129,Mina Mitchell,Jevere,Rhoda Ferguson,HjL,aEF1,70.29769,64.65315,0,5.5,A
130,Joshua McCoy,Nokocik,Olive Bryant,^mw,(&cB,22.79146,-6.01032,0,5.5,A
131,Brett Gibbs,Husnewpi,Joe Norman,NZ6,E9Xp,20.54441,3.47825,0,5.5,A
132,Brent Maldonado,Zunovru,Wayne Higgins,*&U,^81p,3.03909,-87.70929,0,5.5,A
133,Lou Moore,Awmegvik,Barry Nichols,uw8,BXt*,-19.44046,-171.44652,0,5.5,A
134,Ina Pope,Kucfucop,Myrtle Williams,oHI,SDfL,-4.50264,156.1304,0,5.5,A
135,Connor Freeman,Woujeufe,Mark Garza,WY2,&4cU,-40.61714,-7.78177,0,5.5,A
136,Jared Murray,Nokworse,Arthur Maldonado,s(h,jyC&,48.24512,69.6794,0,5.5,A
137,Ethel Baldwin,Cenpikcep,Clayton Park,0E#,gPWY,65.29545,-163.05997,0,5.5,A
138,Nell Singleton,Wiehfac,Justin Frank,T#L,G!po,-10.92717,-129.93001,0,5.5,A
139,Gertrude Chambers,Canwemos,Lelia Mitchell,2il,98mC,36.22639,-141.56192,0,5.5,A
140,Keith Fitzgerald,Loikahe,Bryan Peterson,!zV,s^!C,31.79642,74.68598,0,5.5,A
141,Alexander Norman,Cielunip,Jay Griffith,q@),ZeYN,14.71165,-91.96926,0,5.5,A
142,Michael Berry,Piwubub,Jared Taylor,S3p,c#Vt,-22.12959,68.23298,0,5.5,A
143,Gene Greer,Raikzo,Adelaide Chandler,Luq,rNOH,24.17412,-15.15108,0,5.5,A
144,Dustin Walters,Makawi,Eric Gomez,)Kc,zSja,28.98693,-154.47291,0,5.5,A
145,Brandon Fernandez,Kiptojbic,Alexander Harris,saj,9OIl,-17.67514,95.93984,0,5.5,A
146,Edward Boyd,Dosoja,Laura Morton,Yks,XgKM,55.54456,168.69346,0,5.5,A
147,Catherine Vaughn,Ilizili,Erik Gardner,M)4,Nh]R,-0.64451,-54.39767,0,5.5,A
148,Hettie Wilson,Ithehbe,Victoria Morrison,#Ox,1MTQ,-18.44836,-80.98286,0,5.5,A
149,Anne Carpenter,Rafbaez,Estella Mendez,o%u,da[v,84.63333,-107.47886,0,5.5,A
